timestamp,host,source,device_index,policy_name,hz,cpu_util,gpu_util,soc_power_w,gpu_power_w,cpu_power_w,temp_c,cmd_vel_speed,note
2025-09-24T02:26:03.481579Z,Zohrawar,demo,0,workload,2.0,0.2,39.815,42.789,25.062,,60.609,0.49,
2025-09-24T02:26:03.982442Z,Zohrawar,demo,0,workload,2.0,0.0,39.332,43.559,25.148,,60.709,0.512,
2025-09-24T02:26:04.483232Z,Zohrawar,demo,0,workload,2.0,0.1,38.578,44.186,26.002,,60.809,0.532,
2025-09-24T02:26:04.983921Z,Zohrawar,demo,0,workload,2.0,0.0,37.601,44.647,27.49,,60.909,0.55,
2025-09-24T02:26:05.484635Z,Zohrawar,demo,0,workload,2.0,0.0,36.462,44.921,29.375,,61.009,0.565,
2025-09-24T02:26:05.985516Z,Zohrawar,demo,0,workload,2.0,0.1,35.231,44.999,31.359,,61.109,0.578,
2025-09-24T02:26:06.486433Z,Zohrawar,demo,0,workload,2.0,0.1,33.986,44.876,33.128,,61.21,0.588,
2025-09-24T02:26:06.987370Z,Zohrawar,demo,0,workload,2.0,0.0,32.804,44.559,34.402,,61.31,0.595,
2025-09-24T02:26:07.488174Z,Zohrawar,demo,0,workload,2.0,0.0,31.76,44.059,34.978,,61.41,0.599,
2025-09-24T02:26:07.988886Z,Zohrawar,demo,0,workload,2.0,0.0,30.917,43.397,34.766,,61.51,0.6,
2025-09-24T02:26:08.490131Z,Zohrawar,demo,0,workload,2.0,0.0,30.329,42.599,33.798,,61.61,0.598,
2025-09-24T02:26:08.992050Z,Zohrawar,demo,0,workload,2.0,0.0,30.032,41.695,32.225,,61.711,0.593,
2025-09-24T02:26:09.492726Z,Zohrawar,demo,0,workload,2.0,0.0,30.047,40.725,30.302,,61.811,0.585,
2025-09-24T02:26:09.993356Z,Zohrawar,demo,0,workload,2.0,0.0,30.369,39.726,28.333,,61.911,0.574,
2025-09-24T02:26:10.494108Z,Zohrawar,demo,0,workload,2.0,0.0,30.981,38.739,26.626,,62.011,0.561,
2025-09-24T02:26:10.994861Z,Zohrawar,demo,0,workload,2.0,0.1,31.844,37.801,25.454,,62.111,0.545,
2025-09-24T02:26:11.495642Z,Zohrawar,demo,0,workload,2.0,0.0,32.903,36.952,25.002,,62.211,0.526,
2025-09-24T02:26:11.996272Z,Zohrawar,demo,0,workload,2.0,0.0,34.093,36.224,25.341,,62.312,0.506,
2025-09-24T02:26:12.497068Z,Zohrawar,demo,0,workload,2.0,0.1,35.339,35.647,26.418,,62.412,0.483,
2025-09-24T02:26:12.997848Z,Zohrawar,demo,0,workload,2.0,0.0,36.565,35.245,28.062,,62.512,0.458,
2025-09-24T02:26:13.498798Z,Zohrawar,demo,0,workload,2.0,0.1,37.693,35.032,30.013,,62.612,0.432,
2025-09-24T02:26:14.000015Z,Zohrawar,demo,0,workload,2.0,0.0,38.654,35.019,31.964,,62.712,0.404,
2025-09-24T02:26:14.500958Z,Zohrawar,demo,0,workload,2.0,0.0,39.386,35.204,33.602,,62.813,0.375,
2025-09-24T02:26:15.001794Z,Zohrawar,demo,0,workload,2.0,0.1,39.844,35.582,34.669,,62.913,0.346,
2025-09-24T02:26:15.502501Z,Zohrawar,demo,0,workload,2.0,0.1,40.0,36.136,34.997,,63.013,0.316,
2025-09-24T02:26:16.003328Z,Zohrawar,demo,0,workload,2.0,0.0,39.844,36.845,34.533,,63.113,0.3,
2025-09-24T02:26:16.504060Z,Zohrawar,demo,0,workload,2.0,0.0,39.386,37.68,33.352,,63.213,0.3,
2025-09-24T02:26:17.004903Z,Zohrawar,demo,0,workload,2.0,0.0,38.655,38.607,31.639,,63.313,0.3,
2025-09-24T02:26:17.505607Z,Zohrawar,demo,0,workload,2.0,0.0,37.696,39.591,29.667,,63.413,0.3,
2025-09-24T02:26:18.006342Z,Zohrawar,demo,0,workload,2.0,0.0,36.568,40.59,27.748,,63.514,0.3,
2025-09-24T02:26:18.507061Z,Zohrawar,demo,0,workload,2.0,0.0,35.343,41.566,26.186,,63.614,0.3,
2025-09-24T02:26:19.007889Z,Zohrawar,demo,0,workload,2.0,0.0,34.096,42.48,25.227,,63.714,0.3,
2025-09-24T02:26:19.508643Z,Zohrawar,demo,0,workload,2.0,0.1,32.906,43.294,25.024,,63.814,0.3,
2025-09-24T02:26:20.009348Z,Zohrawar,demo,0,workload,2.0,0.0,31.846,43.977,25.609,,63.914,0.3,
2025-09-24T02:26:20.510080Z,Zohrawar,demo,0,workload,2.0,0.0,30.983,44.5,26.889,,64.014,0.3,
2025-09-24T02:26:21.010872Z,Zohrawar,demo,0,workload,2.0,0.0,30.371,44.844,28.663,,64.114,0.3,
2025-09-24T02:26:21.511547Z,Zohrawar,demo,0,workload,2.0,0.0,30.047,44.994,30.647,,64.215,0.3,
2025-09-24T02:26:22.012242Z,Zohrawar,demo,0,workload,2.0,0.0,30.032,44.944,32.529,,64.315,0.3,
2025-09-24T02:26:22.512934Z,Zohrawar,demo,0,workload,2.0,0.0,30.327,44.697,34.011,,64.415,0.3,
2025-09-24T02:26:23.013661Z,Zohrawar,demo,0,workload,2.0,0.0,30.913,44.261,34.857,,64.515,0.3,
2025-09-24T02:26:23.514330Z,Zohrawar,demo,0,workload,2.0,0.1,31.754,43.656,34.935,,64.615,0.3,
2025-09-24T02:26:24.015210Z,Zohrawar,demo,0,workload,2.0,0.1,32.797,42.904,34.231,,64.715,0.3,
2025-09-24T02:26:24.516124Z,Zohrawar,demo,0,workload,2.0,0.0,33.979,42.036,32.857,,64.816,0.3,
2025-09-24T02:26:25.016923Z,Zohrawar,demo,0,workload,2.0,0.0,35.223,41.086,31.03,,64.916,0.3,
2025-09-24T02:26:25.517805Z,Zohrawar,demo,0,workload,2.0,0.1,36.454,40.094,29.041,,65.016,0.3,
2025-09-24T02:26:26.018422Z,Zohrawar,demo,0,workload,2.0,0.0,37.594,39.097,27.203,,65.116,0.3,
2025-09-24T02:26:26.519132Z,Zohrawar,demo,0,workload,2.0,0.0,38.572,38.137,25.808,,65.216,0.3,
2025-09-24T02:26:27.019860Z,Zohrawar,demo,0,workload,2.0,0.2,39.327,37.251,25.077,,65.316,0.3,
2025-09-24T02:26:27.520548Z,Zohrawar,demo,0,workload,2.0,0.1,39.813,36.475,25.126,,65.416,0.3,
2025-09-24T02:26:28.021228Z,Zohrawar,demo,0,workload,2.0,0.0,39.999,35.84,25.946,,65.517,0.3,
2025-09-24T02:26:28.522050Z,Zohrawar,demo,0,workload,2.0,0.0,39.872,35.371,27.407,,65.617,0.3,
2025-09-24T02:26:29.027878Z,Zohrawar,demo,0,workload,2.0,0.1,39.437,35.086,29.3,,65.718,0.3,
2025-09-24T02:26:29.528525Z,Zohrawar,demo,0,workload,2.0,0.0,38.727,35.001,31.286,,65.818,0.3,
2025-09-24T02:26:30.029210Z,Zohrawar,demo,0,workload,2.0,0.0,37.785,35.115,33.068,,65.918,0.3,
2025-09-24T02:26:30.530035Z,Zohrawar,demo,0,workload,2.0,0.0,36.669,35.425,34.365,,66.018,0.3,
2025-09-24T02:26:31.030913Z,Zohrawar,demo,0,workload,2.0,0.0,35.45,35.918,34.97,,66.118,0.3,
2025-09-24T02:26:31.531441Z,Zohrawar,demo,0,workload,2.0,0.0,34.202,36.574,34.789,,66.219,0.303,
2025-09-24T02:26:32.032159Z,Zohrawar,demo,0,workload,2.0,0.0,33.004,37.367,33.849,,66.319,0.333,
2025-09-24T02:26:32.532894Z,Zohrawar,demo,0,workload,2.0,0.0,31.93,38.266,32.3,,66.419,0.363,
2025-09-24T02:26:33.033701Z,Zohrawar,demo,0,workload,2.0,0.0,31.048,39.233,30.386,,66.519,0.392,
2025-09-24T02:26:33.534414Z,Zohrawar,demo,0,workload,2.0,0.0,30.412,40.232,28.412,,66.619,0.42,
2025-09-24T02:26:34.035094Z,Zohrawar,demo,0,workload,2.0,0.1,30.063,41.221,26.689,,66.719,0.447,
2025-09-24T02:26:34.535815Z,Zohrawar,demo,0,workload,2.0,0.0,30.021,42.161,25.49,,66.819,0.472,
2025-09-24T02:26:35.036536Z,Zohrawar,demo,0,workload,2.0,0.0,30.29,43.015,25.005,,66.92,0.496,
2025-09-24T02:26:35.537444Z,Zohrawar,demo,0,workload,2.0,0.0,30.852,43.748,25.312,,67.02,0.518,
